Country,PopnF1960,PopnF1961,PopnF1962,PopnF1963,PopnF1964,PopnF1965,PopnF1966,PopnF1967,PopnF1968,PopnF1969,PopnF1970,PopnF1971,PopnF1972,PopnF1973,PopnF1974,PopnF1975,PopnF1976,PopnF1977,PopnF1978,PopnF1979,PopnF1980,PopnF1981,PopnF1982,PopnF1983,PopnF1984,PopnF1985,PopnF1986,PopnF1987,PopnF1988,PopnF1989,PopnF1990,PopnF1991,PopnF1992,PopnF1993,PopnF1994,PopnF1995,PopnF1996,PopnF1997,PopnF1998,PopnF1999,PopnF2000,PopnF2001,PopnF2002,PopnF2003,PopnF2004,PopnF2005,PopnF2006,PopnF2007,PopnF2008,PopnF2009,PopnF2010,PopnF2011,PopnF2012,PopnF2013,PopnF2014,PopnF2015,PopnM1960,PopnM1961,PopnM1962,PopnM1963,PopnM1964,PopnM1965,PopnM1966,PopnM1967,PopnM1968,PopnM1969,PopnM1970,PopnM1971,PopnM1972,PopnM1973,PopnM1974,PopnM1975,PopnM1976,PopnM1977,PopnM1978,PopnM1979,PopnM1980,PopnM1981,PopnM1982,PopnM1983,PopnM1984,PopnM1985,PopnM1986,PopnM1987,PopnM1988,PopnM1989,PopnM1990,PopnM1991,PopnM1992,PopnM1993,PopnM1994,PopnM1995,PopnM1996,PopnM1997,PopnM1998,PopnM1999,PopnM2000,PopnM2001,PopnM2002,PopnM2003,PopnM2004,PopnM2005,PopnM2006,PopnM2007,PopnM2008,PopnM2009,PopnM2010,PopnM2011,PopnM2012,PopnM2013,PopnM2014,PopnM2015
Austria,3764033,3782557,3803407,3825317,3848143,3870347,3894594,3920717,3937989,3948491,3959249,3973963,3994190,4013538,4017673,4004491,3995056,3994347,3988890,3979752,3977185,3984479,3984195,3974376,3970551,3968683,3967388,3965961,3967321,3980385,4005231,4039003,4076645,4103124,4111978,4111983,4111960,4111682,4111943,4116423,4123545,4137335,4156402,4175817,4201065,4228917,4248925,4261607,4273312,4281829,4288122,4297030,4309772,4327566,4352361,4395989,3283506,3303742,3326457,3350494,3375658,3400542,3427472,3456281,3477414,3492564,3507837,3526519,3550011,3572577,3581365,3574412,3570469,3574083,3573415,3569673,3572248,3584231,3589945,3587534,3590883,3596302,3602406,3608625,3617996,3639182,3672619,3715888,3764064,3802509,3824140,3836295,3847057,3856359,3864846,3875901,3888021,3904958,3925555,3945606,3970901,3998912,4019716,4033880,4048184,4061494,4075282,4094613,4120219,4151809,4189214,4242377
Azerbaijan,2032492,2097364,2164797,2233404,2301356,2367274,2430657,2491645,2550310,2606964,2661888,2715016,2766333,2816271,2865408,2914216,2962838,3011346,3060056,3109310,3159341,3210406,3262480,3315166,3367872,3420201,3471689,3522501,3573589,3626296,3652063,3708168,3764769,3823268,3876790,3923551,3965711,4006845,4047297,4083701,4115891,4143850,4168633,4192714,4221762,4257975,4298782,4342321,4429490,4517574,4566752,4621669,4678647,4735143,4791015,4845879,1865397,1932766,2002761,2073911,2144297,2212485,2277828,2340453,2400667,2459116,2516272,2572256,2626843,2679790,2730752,2779580,2826212,2871049,2914989,2959221,3004649,3051536,3099809,3149609,3200985,3253906,3308281,3363927,3420550,3477762,3506937,3562832,3617231,3671732,3720210,3761449,3797289,3831405,3865703,3899049,3932709,3967350,4003317,4041386,4084738,4133875,4185768,4238979,4333910,4429669,4487580,4551413,4617137,4681658,4744064,4803462
"Bahamas, The",57141,59779,62617,65587,68604,71596,74541,77432,80236,82921,85466,87857,90100,92219,94255,96240,98173,100061,101963,103953,106079,108377,110826,113353,115850,118241,120493,122637,124739,126896,129175,131614,134183,136799,139346,141746,143959,146035,148094,150307,152794,155592,158652,161901,165225,168536,171812,175061,178261,181393,184441,187392,190236,192965,195574,198062,52385,55329,58466,61744,65093,68453,71823,75175,78393,81329,83890,86010,87744,89270,90842,92642,94732,97057,99548,102085,104581,107027,109449,111832,114166,116443,118639,120754,122837,124959,127163,129503,131950,134366,136557,138405,139833,140933,141960,143265,145097,147546,150518,153856,157314,160707,163989,167198,170326,173387,176389,179319,182152,184876,187480,189957
Bahrain,75469,77569,79422,81147,82920,84875,87065,89478,92113,94949,97981,101185,104605,108377,112683,117635,123296,129579,136250,142987,149550,155851,161937,167872,173775,179733,185796,191930,198046,204015,209773,215281,220654,226175,232224,239078,246999,255971,265670,275610,285524,294925,304113,314528,328132,346133,369293,396640,425528,452281,474282,490536,501873,509743,516432,523630,87032,90355,93685,96901,99854,102473,104717,106725,108840,111520,115121,119623,124983,131483,139456,149051,160547,173657,187261,199842,210352,218274,224013,228575,233448,239692,247691,257064,267189,277111,286171,294373,302094,309517,316927,324652,332856,341863,352384,365294,381331,399968,421252,447067,479857,520881,571515,629928,690249,744493,787037,815478,831704,839684,845498,853607
Bangladesh,23288236,23986671,24709273,25464956,26266391,27119148,28035195,29002617,29974833,30888971,31703750,32396744,32991135,33547323,34151411,34865236,35710748,36668913,37710719,38789577,39871614,40947621,42029306,43127925,44261829,45442700,46673921,47945522,49239951,50533145,51807828,53055346,54280077,55493589,56713908,57953179,59212823,60485007,61761318,63029726,64280262,65512661,66726047,67909324,69048994,70136599,71166785,72145034,73087466,74016921,74950572,75893007,76841365,77796175,78755873,79718677,24912466,25606939,26321331,27067639,27862999,28715872,29640334,30622677,31610687,32533599,33344951,34020706,34587351,35111149,35686549,36381917,37219458,38179553,39237659,40352370,41492562,42651961,43838922,45053286,46297711,47572482,48876877,50203740,51539600,52867426,54175308,55454333,56707382,57948765,59199802,60474589,61774301,63089100,64408265,65716547,67000477,68263403,69502409,70690850,71794792,72793380,73672453,74447653,75165007,75888915,76666205,77512605,78416022,79361219,80321640,81276965
Barbados,127474,127666,127670,127537,127337,127125,126924,126746,126615,126558,126594,126727,126960,127311,127794,128413,129186,130089,131028,131877,132546,132999,133267,133408,133517,133664,133863,134099,134377,134697,135057,135464,135919,136415,136936,137471,138020,138583,139145,139688,140200,140672,141110,141537,141985,142478,143022,143608,144219,144829,145420,145986,146530,147052,147555,148039,103460,104008,104914,106050,107210,108248,109119,109874,110584,111353,112253,113311,114481,115669,116745,117620,118258,118696,119007,119299,119651,120081,120569,121107,121678,122265,122875,123510,124147,124757,125317,125817,126265,126676,127079,127491,127920,128361,128804,129232,129638,130014,130369,130724,131106,131535,132018,132546,133096,133637,134146,134616,135050,135451,135825,136176
Belarus,4491570,4523214,4559131,4597812,4637777,4677522,4718166,4760726,4803495,4844704,4882637,4918298,4952762,4984481,5011939,5033623,5052455,5075623,5104264,5131514,5159051,5191275,5223326,5255963,5288226,5318787,5350099,5380766,5390693,5402068,5409111,5410568,5422629,5436083,5430759,5413359,5394156,5369258,5341610,5318085,5293867,5269709,5240974,5210294,5180987,5151369,5124941,5105975,5092206,5083958,5077614,5069699,5065580,5066356,5070783,5078973,3706430,3748002,3792797,3839420,3886447,3932478,3978330,4024922,4071057,4115600,4157363,4197278,4236206,4272791,4305645,4333377,4358545,4387377,4420736,4452486,4483949,4518725,4552674,4587037,4621774,4656213,4692901,4730234,4749307,4767932,4779889,4783432,4793371,4802917,4796241,4780641,4765844,4747742,4727390,4708653,4685743,4658840,4624574,4586455,4549159,4512546,4479983,4454978,4435779,4422807,4412969,4403473,4398915,4399641,4403728,4410643
Belgium,4670303,4687018,4706485,4742270,4787666,4831579,4864517,4891825,4911301,4925547,4930911,4940635,4960957,4977650,4994392,5009804,5019580,5026474,5031766,5036855,5042973,5043434,5042647,5042694,5042758,5043983,5045037,5048208,5062931,5080027,5094080,5112160,5132261,5151910,5167647,5178587,5189150,5202436,5214311,5226747,5239399,5256758,5279106,5299665,5321122,5349246,5383773,5422769,5465024,5507989,5556643,5631691,5669578,5693300,5712509,5714806,4483186,4496930,4514093,4547500,4590447,4632088,4663290,4689166,4707455,4720485,4724638,4732527,4750158,4764070,4778027,4790896,4798647,4803884,4807768,4811527,4816269,4815548,4813656,4812826,4812614,4814325,4816786,4822026,4838733,4857670,4873299,4892326,4912897,4932565,4947956,4958224,4967487,4978809,4988697,4999672,5011851,5029812,5053679,5076468,5100015,5129371,5164185,5202931,5244949,5288504,5338943,5416053,5458668,5489517,5518704,5534614
Belize,46605,47903,49229,50601,52038,53550,55148,56812,58478,60060,61499,62785,63941,64979,65921,66796,67590,68327,69121,70119,71424,73079,75047,77243,79540,81840,84150,86489,88789,90967,92981,94763,96370,98035,100079,102722,106064,110007,114319,118663,122796,126636,130257,133752,137279,140949,144783,148730,152747,156766,160742,164660,168537,172396,176270,180183,45463,46798,48160,49565,51032,52571,54196,55887,57583,59200,60680,62007,63207,64315,65385,66465,67555,68664,69851,71189,72727,74487,76451,78577,80802,83076,85420,87837,90236,92503,94571,96364,97951,99580,101599,104240,107610,111601,115970,120361,124516,128353,131945,135380,138806,142330,145968,149673,153418,157159,160867,164533,168170,171797,175436,179104
Benin,1274969,1291418,1309361,1328814,1349819,1372417,1396614,1422430,1449943,1479249,1510429,1543530,1578574,1615589,1654592,1695606,1738690,1783887,1831192,1880584,1932071,1985784,2041836,2100213,2160872,2223865,2288917,2356246,2426959,2502530,2583878,2671742,2765481,2862955,2961176,3058091,3152744,3246030,3340004,3437677,3541178,3651123,3766683,3886781,4009748,4134316,4260272,4387874,4516881,4647104,4778435,4910656,5043792,5178299,5314836,5453880,1156651,1174584,1193871,1214521,1236543,1259943,1284768,1311020,1338608,1367403,1397340,1428411,1460726,1494485,1529955,1567353,1606811,1648375,1692078,1737925,1785953,1836422,1889519,1945139,2003096,2063398,2125533,2189890,2258416,2333710,2417393,2510783,2612745,2719465,2825618,2927567,3023574,3115271,3206489,3302814,3408188,3523788,3648061,3778900,3913048,4048046,4183445,4319763,4456644,4593878,4731363,4868735,5006e3,5143933,5283646,5425949
Bhutan,110166,112740,115405,118194,121147,124295,127649,131216,135019,139084,143424,148041,152922,158040,163361,168850,174514,180336,186227,192076,197809,203253,208416,213611,219281,225668,233111,241327,249203,255216,258375,258142,255116,250841,247503,246666,248876,253635,260184,267313,274123,280429,286492,292379,298271,304286,310396,316481,322474,328295,333884,339210,344287,349158,353893,358546,113942,116557,119298,122170,125177,128334,131621,135077,138849,143126,148033,153612,159790,166425,173316,180296,187348,194465,201504,208302,214752,220634,225969,231178,236854,243342,251040,259625,267865,274068,277130,276536,272969,268006,263879,262231,263501,267282,273322,281074,290064,300355,311929,324095,335964,346877,356524,364990,372516,379535,386362,393036,399424,405479,411115,416284
Bolivia,1863812,1898883,1934863,1971809,2009797,2048895,2089136,2130544,2173169,2217063,2262276,2308790,2356626,2405915,2456816,2509421,2563767,2619747,2677120,2735559,2794805,2854825,2915620,2977012,3038801,3100874,3163123,3225655,3288850,3353238,3419205,3486830,3556017,3626762,3699012,3772686,3847811,3924297,4001789,4079823,4158049,4236321,4314660,4393082,4471667,4550478,4629481,4708637,4788013,4867702,4947772,5028224,5109041,5190255,5271901,5353990,1829639,1865932,1903233,1941588,1981058,2021695,2063529,2106582,2150897,2196521,2243498,2291806,2341464,2392595,2445357,2499838,2556066,2613930,2673200,2733564,2794767,2856773,2919566,2982950,3046698,3110675,3174770,3239081,3303937,3369808,3437041,3505691,3575682,3647062,3719852,3794030,3869634,3946563,4024468,4102887,4181463,4260057,4338683,4417338,4496073,4574927,4653864,4732845,4811903,4891097,4970473,5050014,5129721,5209676,5289986,5370715
Bosnia and Herzegovina,1637855,1668004,1699226,1730448,1760216,1787522,1811858,1833604,1853722,1873644,1894378,1916361,1939219,1962190,1984136,2004301,2022265,2038471,2054058,2070632,2089263,2109454,2130398,2152343,2175590,2199766,2226769,2255116,2277106,2282467,2264664,2219912,2152577,2074330,2001600,1946264,1912366,1896577,1894361,1898116,1902116,1905596,1910132,1914976,1919634,1923705,1926514,1927674,1927510,1926660,1925585,1924278,1922496,1920215,1917382,1913965,1576665,1609092,1642583,1676018,1707867,1737074,1763114,1786393,1807920,1829190,1851259,1874587,1898783,1923039,1946147,1967307,1986146,2003152,2019422,2036503,2055463,2075620,2096265,2118255,2142711,2169761,2201691,2236629,2265651,2276789,2262332,2217986,2148592,2066837,1990656,1933014,1898283,1882777,1881537,1886273,1890762,1894151,1898215,1902337,1906238,1909672,1911990,1912744,1912239,1911072,1909673,1908032,1905923,1903318,1900172,1896451
Botswana,273272,280237,287536,295188,303204,311601,320417,329690,339438,349671,360413,371638,383389,395834,409195,423611,439151,455717,473073,490885,508902,527021,545269,563680,582335,601282,620459,639782,659245,678853,698576,718411,738251,757831,776814,794948,812238,828741,844345,858932,872493,884921,896448,907816,920018,933772,949327,966515,985107,1004690,1024923,1045790,1067289,1089090,1110787,1132076,250757,256339,262454,269128,276356,284140,292533,301586,311292,321634,332608,344173,356365,369343,383318,398418,414709,432076,450232,468781,487429,506052,524693,543423,562381,581660,601209,620938,640852,660960,681238,701687,722202,742525,762321,781343,799589,817105,833766,849436,864086,877610,890224,902622,915732,930231,946344,963916,982759,1002522,1022908,1043916,1065533,1087420,1109150,1130409
Brazil,36397541,37498209,38643390,39819972,41009579,42198833,43383746,44567830,45754492,46950010,48159525,49382648,50618956,51873729,53153624,54463291,55802690,57169902,58564915,59987180,61434663,62907556,64401126,65902151,67393522,68862253,70304736,71722017,73111970,74473781,75808202,77111593,78386664,79648577,80917831,82208921,83525086,84861096,86212065,87569700,88926004,90282363,91635538,92967144,94253609,95478604,96633454,97723585,98764411,99779109,100784657,101785510,102776771,103754885,104713195,105646790,36096044,37208679,38364159,39548481,40742223,41931228,43111241,44285849,45458517,46635736,47822928,49019552,50225435,51447058,52692650,53967993,55273373,56606565,57967238,59354264,60765058,62199826,63653631,65112186,66557029,67974175,69359903,70715462,72038498,73328035,74584941,75805259,76992345,78163643,79342677,80546133,81778069,83032739,84304417,85583366,86860437,88137033,89410054,90660195,91862754,93000636,94064787,95060936,96005285,96922189,97829551,98732074,99624813,100504492,101364703,102200738
Brunei Darussalam,39605,41476,43372,45330,47399,49613,51974,54468,57093,59842,62704,65693,68792,71910,74933,77782,80415,82869,85236,87655,90225,92983,95901,98936,102017,105097,108165,111251,114393,117647,121051,124589,128246,132057,136071,140303,144792,149480,154161,158561,162489,165863,168754,171314,173774,176305,178946,181657,184442,187287,190177,193127,196143,199188,202207,205161,42220,44211,46231,48320,50534,52912,55476,58212,61083,64033,67025,70023,73044,76157,79462,83017,86868,90957,95121,99131,102832,106153,109160,111997,114876,117952,121253,124729,128357,132091,135888,139776,143743,147660,151352,154707,157657,160266,162712,165251,168065,171211,174629,178243,181926,185584,189204,192802,196344,199793,203125,206316,209369,212311,215187,218027
Bulgaria,3937717,3974910,4008970,4040640,4072863,4102057,4128476,4154232,4183800,4216176,4244183,4268145,4288857,4312277,4342385,4364751,4385182,4409657,4416484,4424691,4445201,4463134,4479849,4494937,4509762,4514377,4518247,4530328,4541128,4494109,4419559,4381784,4340742,4311957,4302934,4289197,4272269,4251147,4227171,4207124,4189143,4108385,4021132,3989758,3959783,3930015,3900173,3871457,3844339,3819867,3795381,3772147,3751807,3732553,3713059,3690883,3929657,3968208,4003976,4037505,4071477,4102111,4129581,4155994,4185803,4217996,4245391,4268250,4287343,4308690,4336360,4355991,4373417,4394526,4397548,4401249,4416334,4427983,4437608,4444801,4450917,4446170,4439924,4441031,4440318,4382863,4298730,4250583,4199422,4160356,4140657,4116870,4090557,4060921,4029615,4003500,3981029,3900757,3816029,3785569,3757077,3728957,3700849,3673881,3648222,3624576,3600218,3576181,3554081,3532562,3510879,3487108
Burkina Faso,2371306,2409904,2448949,2488941,2530585,2574391,2620628,2669181,2719729,2771766,2824976,2879390,2935318,2993070,3053068,3115698,3180996,3249131,3320782,3396790,3477731,3563964,3655301,3751076,3850302,3952264,4056833,4164257,4274659,4388279,4505341,4625891,4750009,4878018,5010318,5147242,5289128,5436108,5588080,5744820,5906288,6072312,6243321,6420576,6605739,6799930,7003717,7216599,7437300,7663956,7895197,8130615,8370557,8615318,8865459,9121395,2457985,2484674,2511376,2538877,2568307,2600478,2635735,2673839,2714311,2756406,2799621,2843989,2889853,2937417,2986976,3038850,3093041,3149806,3210038,3274869,3345109,3421194,3502955,3589831,3680942,3775648,3873857,3975819,4081647,4191546,4305692,4424199,4547107,4674455,4806268,4942634,5083681,5229673,5381013,5538196,5701656,5871428,6047663,6231020,6422300,6621999,6830478,7047403,7271711,7501900,7736869,7976236,8220256,8469236,8723739,8984175
Burundi,1441524,1468215,1495150,1523221,1553645,1587122,1624518,1665166,1706408,1744584,1777296,1803454,1824498,1843680,1865627,1893746,1929155,1971086,2018771,2070732,2125873,2183768,2244773,2309410,2378465,2452238,2530874,2613338,2697292,2779656,2858113,2932786,3004131,3070761,3131093,3184663,3230315,3270172,3311120,3362381,3430616,3518377,3624029,3744812,3876068,4014185,4158805,4310584,4468028,4629470,4793703,4959685,5127416,5298043,5473391,5654689,1345216,1372160,1399360,1427682,1458312,1491912,1529361,1569959,1610907,1648365,1679817,1704139,1722837,1739272,1758226,1783245,1815541,1854398,1899095,1948195,2000671,2055905,2114349,2177203,2246152,2322020,2405555,2495243,2586881,2674819,2755028,2826643,2891e3,2949140,3002948,3054367,3103100,3150225,3200800,3261326,3336457,3428343,3535889,3656403,3785545,3920028,4059265,4203994,4353767,4508316,4667414,4830466,4997156,5167916,5343469,5524232
Cabo Verde,107359,109270,111706,114642,118015,121740,125892,130396,134832,138647,141465,143101,143723,143746,143780,144275,145352,146898,148845,151047,153388,155910,158652,161489,164258,166855,169205,171378,173595,176163,179299,183052,187330,192031,196995,202081,207267,212522,217687,222567,227016,230998,234526,237580,240155,242274,243893,245078,246101,247326,249013,251274,254041,257173,260441,263675,94957,96688,99160,102271,105839,109687,113873,118337,122646,126238,128732,129952,130065,129465,128729,128300,128273,128581,129307,130508,132211,134518,137419,140685,143993,147121,149956,152594,155266,158310,161957,166274,171143,176392,181768,187075,192241,197283,202197,207009,211721,216359,220870,225095,228830,231950,234372,236200,237723,239347,241366,243885,246829,250085,253465,256827
Cambodia,2866290,2942093,3020319,3098614,3173809,3243699,3305836,3360712,3412481,3467144,3528184,3600496,3680890,3755306,3804423,3816094,3783181,3714588,3633821,3573708,3557646,3594706,3677510,3792873,3920087,4044065,4160698,4274922,4391267,4517335,4658151,4814202,4981656,5156070,5331302,5502577,5668475,5829172,5983474,6130501,6269721,6400599,6523253,6638808,6748971,6855319,6957927,7057401,7156505,7258694,7366413,7480834,7601337,7726287,7853093,7979745,2856080,2930154,3006377,3082523,3155602,3223497,3283157,3334748,3383033,3434881,3494001,3567220,3650272,3722841,3757160,3735894,3648324,3507462,3348701,3221394,3160595,3179803,3267543,3403266,3554924,3699e3,3829435,3953346,4075842,4206215,4350705,4509405,4677582,4851022,5023951,5191882,5353687,5509561,5658035,5797805,5928184,6048282,6158731,6262409,6363363,6464739,6567433,6671299,6777155,6885643,6997173,7112265,7230918,7352277,7475043,7598154
Cameroon,2725859,2782433,2842046,2904683,2970253,3038723,3110183,3184811,3262768,3344238,3429392,3518361,3611252,3708182,3809264,3914614,4024296,4138430,4257260,4381070,4510066,4644277,4783652,4928193,5077873,5232608,5392374,5556989,5726010,5898867,6075098,6254581,6437258,6622831,6810983,7001519,7194359,7389642,7587697,7788994,7993950,8202725,8415469,8632589,8854555,9081753,9314326,9552378,9796194,10046072,10302184,10564677,10833421,11107952,11387613,11671895,2635508,2692076,2751722,2814452,2880201,2948948,3020807,3095932,3174389,3256241,3341575,3430486,3523122,3619692,3720440,3825582,3935204,4049410,4168447,4292596,4422055,4556869,4696986,4842362,4992906,5148490,5309084,5474526,5644384,5818108,5995261,6175730,6359481,6546269,6735840,6928056,7122832,7320319,7520933,7725255,7933763,8146639,8363965,8586002,8813021,9045246,9282783,9525722,9774224,10028450,10288482,10554388,10826067,11103214,11385401,11672284
Canada,8850746,9039274,9220759,9406916,9598121,9783750,9975895,10163465,10333805,10479485,10630877,10794610,10971225,11162117,11368983,11593235,11757276,11908100,12041186,12174622,12344513,12508475,12668742,12803770,12933893,13060317,13196969,13375044,13552217,13799696,14011586,14208648,14389897,14553931,14699110,14824169,14985537,15143901,15273465,15397767,15531775,15687018,15826134,15982346,16140889,16298131,16425513,16582398,16759792,16950345,17138693,17308348,17514280,17719054,17915338,18067635,9058263,9231726,9393241,9557084,9726879,9894250,10072105,10248535,10410195,10548515,10693123,10850925,11022406,11207291,11405104,11615765,11760724,11887900,11994814,12102378,12248487,12391525,12533258,12652230,12768107,12881683,13007031,13174956,13342783,13579304,13779414,13963034,14129700,14279479,14412796,14529831,14686363,14843299,14974435,15101433,15237925,15394882,15535866,15693654,15854111,16013869,16144992,16305530,16485981,16678226,16866581,17034432,17236265,17436397,17629226,17780975
Caribbean small states,2151961,2195206,2238995,2281861,2321824,2357569,2388447,2415110,2439132,2462783,2487731,2514525,2542744,2571902,2601150,2629879,2657879,2685430,2712940,2741016,2769999,2800244,2831382,2862157,2890858,2916345,2938043,2956558,2973391,2990692,3010006,3031856,3055768,3081087,3106745,3131960,3156570,3180833,3204852,3228839,3252928,3277129,3301308,3325315,3348941,3372043,3394551,3416516,3438055,3459343,3480512,3501552,3522419,3543149,3563788,3584344,2040760,2078268,2117168,2156640,2195461,2232763,2268315,2302406,2335303,2367450,2399205,2430612,2461623,2492396,2523105,2553891,2584600,2615208,2646098,2677777,2710459,2744689,2780018,2814486,2845449,2871169,2890738,2905158,2916960,2929764,2946168,2966922,2991240,3018293,3046659,3075200,3104005,3133223,3161832,3188531,3212494,3233101,3250779,3267025,3283981,3303160,3325082,3349196,3374633,3400059,3424486,3447665,3469849,3491151,3511816,3532016
Central African Republic,764136,777310,791339,806213,821912,838397,855750,873927,892620,911417,930061,948464,966831,985575,1005270,1026373,1048847,1072664,1098274,1126229,1156817,1190441,1226751,1264372,1301415,1336585,1369211,1399826,1429803,1461154,1495287,1532572,1572393,1613957,1656061,1697766,1739016,1779930,1819965,1858499,1895166,1929677,1962337,1994140,2026474,2060382,2096220,2133835,2173134,2213843,2255761,2298914,2343424,2389272,2436432,2484856,739365,751919,765317,779552,794603,810433,827124,844631,862640,880733,898649,916293,933871,951808,970698,991006,1012705,1035753,1060570,1087659,1117278,1149818,1184942,1221294,1257017,1290839,1322101,1351337,1379917,1409851,1442545,1478378,1516748,1556891,1597637,1638074,1678147,1717980,1757063,1794811,1830882,1865e3,1897447,1929154,1961422,1995226,2030892,2068269,2107271,2147649,2189212,2231989,2276076,2321406,2367884,2415418
Central Europe and the Baltics,47154215,47550868,47918419,48314651,48737693,49086583,49428186,49873060,50292167,50650565,50910765,51156574,51513906,51887615,52297771,52756587,53213750,53628113,53991519,54307840,54634630,54953658,55254030,55542715,55818312,56086669,56347088,56590741,56807780,56885511,56881339,56677797,56565430,56638422,56638941,56613025,56456506,56422789,56309569,56266967,55930296,55638348,55296799,55141922,55005793,54866681,54733560,54533392,54340583,54236968,54041335,53852319,53732798,53623019,53514895,53394313,44247368,44686250,45096471,45531098,45984906,46360482,46720449,47170527,47590227,47951575,48222531,48482409,48849691,49232904,49648485,50105902,50556384,50961200,51312793,51616998,51930275,52234324,52516764,52784180,53034869,53273627,53500060,53705939,53880753,53915869,53864421,53612648,53440206,53443039,53380629,53300191,53106591,53036304,52897636,52825763,52475226,52162051,51800778,51618846,51460323,51307085,51167762,50971139,50786103,50687404,50502466,50321719,50202520,50090707,49981284,49862466
Chad,1535264,1565606,1596880,1628751,1660746,1692592,1723985,1755198,1787222,1821418,1858684,1899657,1943872,1989802,2035277,2078844,2120130,2159984,2199698,2241138,2285804,2333996,2385753,2442004,2503778,2571772,2646682,2728363,2815615,2906670,3000319,3096284,3195208,3297939,3405719,3519541,3639306,3764939,3897449,4038077,4187517,4346561,4514504,4688708,4865536,5042464,5218386,5394294,5572341,5755736,5946798,6146182,6353136,6566881,6786121,7009901,1467332,1495817,1525477,1556024,1587052,1618329,1649578,1681029,1713556,1748360,1786227,1827725,1872427,1918927,1965234,2010014,2052940,2094786,2136691,2180310,2226991,2276968,2330320,2388051,2451310,2520878,2597476,2680912,2769913,2862603,2957703,3054929,3154966,3258689,3367385,3482093,3602712,3729204,3862708,4004636,4155804,4317038,4487598,4664808,4844962,5025468,5205230,5385210,5567399,5754799,5949582,6152330,6362329,6578907,6800932,7027571
Channel Islands,56461,56934,57452,58006,58585,59177,59776,60381,60989,61601,62214,62834,63454,64043,64558,64973,65273,65478,65641,65837,66119,66501,66970,67516,68124,68776,69481,70232,70984,71678,72272,72746,73116,73419,73712,74039,74409,74810,75239,75684,76136,76597,77070,77547,78018,78476,78918,79344,79759,80168,80575,80981,81384,81784,82178,82567,52958,53465,54011,54589,55193,55815,56450,57094,57737,58370,58982,59579,60157,60685,61122,61444,61633,61712,61753,61857,62094,62487,63013,63642,64327,65028,65746,66484,67202,67850,68397,68822,69142,69403,69676,70011,70423,70899,71430,71998,72589,73200,73835,74487,75152,75822,76497,77172,77828,78445,79008,79508,79952,80354,80739,81125
